product_id,product_name,category,brand,unit_price,stock_qty,description
93,Atomic Habits,Books,Avery,16.99,950,Practical guide to building good habits and breaking bad ones.
94,Sapiens,Books,Harper,22.99,410,A brief history of humankind from early ancestors to modern society.
95,The Alchemist,Books,HarperOne,14.99,670,Inspirational tale about following your dreams and destiny.
96,Educated,Books,Random House,17.99,290,Memoir of a woman who escapes her isolated upbringing through education.
97,Project Hail Mary,Books,Ballantine,19.99,340,Sci-fi adventure about a lone astronaut saving humanity.
98,Pride and Prejudice,Books,Penguin Classics,9.99,830,Timeless romance novel of manners and social class.
99,The Midnight Library,Books,Viking,15.99,520,Story of infinite lives and choices between life and death.
100,Becoming,Books,Crown,21.99,260,Intimate memoir by former First Lady Michelle Obama.
101,Wireless Bluetooth Headphones,Electronics,Sony,89.99,450,Noise-cancelling over-ear headphones with 30-hour battery life.
102,Cotton Crew Neck T-Shirt,Clothing,Hanes,12.5,1200,Soft and breathable everyday t-shirt available in multiple colors.
103,Stainless Steel Blender,Home & Kitchen,KitchenAid,129.0,85,High-performance blender with multiple speed settings for smoothies and soups.
104,Yoga Mat with Alignment Lines,Sports,Gaiam,24.99,600,Non-slip eco-friendly mat perfect for yoga and pilates practice.
105,The Great Gatsby,Books,Scribner,9.99,300,Classic novel exploring themes of wealth and the American dream.
106,4K Ultra HD Smart TV 55 inch,Electronics,Samsung,449.0,120,Smart TV with vibrant colors and built-in streaming apps.
107,Denim Jeans Slim Fit,Clothing,Levi's,59.5,800,Durable slim fit jeans made from premium stretch denim.
108,Ceramic Coffee Mug Set,Home & Kitchen,Corelle,19.99,950,Set of four microwave-safe mugs with modern designs.
109,Adjustable Dumbbell Set,Sports,Bowflex,299.0,75,Space-saving adjustable weights from 5 to 52.5 lbs per dumbbell.
110,Python Crash Course,Books,No Starch Press,29.95,220,Hands-on guide to learning Python programming quickly.
111,Portable Bluetooth Speaker,Electronics,JBL,49.99,680,Waterproof speaker with powerful sound and 12-hour playtime.
112,Winter Parka Jacket,Clothing,The North Face,199.0,340,Insulated waterproof jacket for extreme cold weather.
113,Non-Stick Frying Pan Set,Home & Kitchen,T-fal,34.99,510,Durable 3-piece nonstick cookware set for everyday cooking.
114,Basketball Official Size,Sports,Spalding,29.99,420,Indoor/outdoor basketball with superior grip and durability.
115,Sapiens: A Brief History of Humankind,Books,Harper,18.0,175,Bestselling exploration of human history and evolution.
116,Laptop Sleeve 15 inch,Electronics,Belkin,15.99,1100,Protective neoprene sleeve with extra padding.
117,Running Shoes Lightweight,Clothing,Nike,89.0,560,Breathable mesh running shoes with responsive cushioning.
118,Electric Kettle 1.7L,Home & Kitchen,Hamilton Beach,22.5,780,Fast-boiling stainless steel kettle with auto shut-off.
119,Tennis Racket Pro,Sports,Wilson,149.99,95,Lightweight carbon fiber racket for intermediate players.
120,Atomic Habits,Books,Avery,16.99,390,Practical strategies for building good habits and breaking bad ones.
121,Wireless Bluetooth Headphones,Electronics,Sony,89.99,250,Noise-cancelling over-ear headphones with 30-hour battery life.
122,Cotton Crew Neck T-Shirt,Clothing,Gap,19.5,1200,Soft and breathable everyday t-shirt available in multiple colors.
123,Stainless Steel Blender,Home & Kitchen,KitchenAid,129.99,85,Powerful 5-speed blender for smoothies and soups.
124,Yoga Mat with Alignment Lines,Sports,Lululemon,68.0,340,Non-slip eco-friendly mat perfect for yoga and pilates.
125,The Great Gatsby,Books,Penguin Classics,12.99,500,Classic novel by F. Scott Fitzgerald in paperback edition.
126,"4K Ultra HD Smart TV 55""",Electronics,Samsung,449.99,45,HDR smart television with built-in streaming apps.
127,Denim Jeans Slim Fit,Clothing,Levi's,59.99,780,Classic blue slim-fit jeans made from durable denim.
128,Ceramic Coffee Mug Set,Home & Kitchen,Corelle,24.99,320,Set of 6 microwave-safe mugs with modern design.
129,Adjustable Dumbbell Set,Sports,Bowflex,299.0,60,Space-saving dumbbells adjustable from 5 to 90 lbs.
130,Python Programming Guide,Books,O'Reilly,39.99,210,Comprehensive book for learning Python from beginner to advanced.
131,Portable Bluetooth Speaker,Electronics,JBL,49.99,410,Waterproof speaker with 12 hours of playtime.
132,Winter Parka Jacket,Clothing,North Face,189.0,95,Insulated waterproof jacket for extreme cold weather.
133,Non-Stick Cookware Set,Home & Kitchen,Tefal,79.99,150,"10-piece set including pots, pans, and lids."
134,Tennis Racket Pro,Sports,Wilson,129.5,75,Lightweight graphite racket for competitive players.
135,Mystery Novel Collection,Books,Random House,15.99,430,Three bestselling mystery novels in one boxed set.
136,Wireless Gaming Mouse,Electronics,Logitech,34.99,560,High-precision RGB mouse with customizable buttons.
137,Running Shoes Lightweight,Clothing,Nike,109.99,620,Breathable shoes designed for long-distance running.
138,LED Desk Lamp,Home & Kitchen,Philips,27.5,290,Adjustable lamp with touch control and USB charging port.
139,Basketball Official Size,Sports,Spalding,29.99,380,Durable indoor/outdoor basketball with superior grip.
140,Cookbook: Italian Cuisine,Books,Chronicle Books,22.99,175,Authentic recipes from classic to modern Italian dishes.
141,Smartwatch Fitness Tracker,Electronics,Fitbit,149.99,130,Water-resistant watch with heart rate and GPS tracking.
142,Hooded Sweatshirt,Clothing,Adidas,45.0,890,Fleece-lined hoodie perfect for casual wear and workouts.
143,Air Purifier HEPA Filter,Home & Kitchen,Dyson,349.99,40,Quiet air purifier removes 99.9% of allergens.
144,Camping Tent 4-Person,Sports,Coleman,89.5,115,Waterproof tent with easy setup for family camping.
145,Science Fiction Anthology,Books,HarperCollins,18.5,265,Collection of award-winning sci-fi short stories.
146,Digital Camera Mirrorless,Electronics,Canon,499.99,55,24MP mirrorless camera with 4K video recording.
147,Leather Wallet Bifold,Clothing,Fossil,35.99,470,Genuine leather wallet with RFID protection.
148,Electric Kettle 1.7L,Home & Kitchen,Breville,49.99,205,Fast-boiling kettle with auto shut-off and keep warm.
149,Mountain Bike Helmet,Sports,Bell,64.99,160,Lightweight helmet with adjustable fit and ventilation.
150,Biography: Elon Musk,Books,Simon & Schuster,24.99,320,In-depth biography covering Musk's life and companies.
