product_id,product_name,category,brand,unit_price,stock_qty,description
20,Ergonomic Wireless Mouse,Books,Gap,341.82,3139,Running shoes with responsive cushioning and breathable mesh upper for long-distance comfort.
21,Fleece-Lined Hooded Sweatshirt,Sports,Uniqlo,99.93,3516,"Stainless steel mixing bowl set in three sizes, nesting design for easy storage."
22,Electric Gooseneck Kettle,Clothing,KitchenAid,326.98,1067,"Cotton bath towel set with quick-dry technology and fade-resistant colors, includes two bath and two hand towels."
23,Polarized Aviator Sunglasses,Electronics,Nespresso,388.45,3325,Digital photo frame with 10-inch HD display and wireless upload capability from smartphone.
24,Hardcover Lined Notebook,Home & Kitchen,Philips,393.48,852,Aluminum laptop stand adjustable to multiple angles for ergonomic desk setup.
25,Portable Bluetooth Speaker,Home & Kitchen,Panasonic,63.39,1477,"Fleece-lined hoodie with kangaroo pocket and adjustable drawstring hood, machine washable."
26,Ionic Hair Dryer,Clothing,Microsoft,291.24,3849,"Ceramic plant pot with drainage hole and saucer, minimalist design for indoor succulents."
27,V-Neck Basic Tee,Clothing,Ray-Ban,254.96,2562,Bluetooth earbuds with active noise cancellation and IPX5 sweat resistance for workouts.
28,Ceramic Indoor Plant Pot,Books,The North Face,174.85,1920,"Wool blend beanie with pom-pom detail, one-size-fits-most and available in various colors."
29,LED Desk Lamp with USB Port,Home & Kitchen,Patagonia,47.14,2843,"Glass water carafe with cork stopper, 1-liter capacity for bedside or dining table use."
30,Cordless Vacuum Cleaner,Clothing,Estée Lauder,151.99,2519,"Non-stick frying pan with titanium coating and stay-cool handle, oven safe up to 400 degrees."
31,Strategy Board Game,Electronics,Clinique,430.64,4872,"Canvas tote bag with reinforced handles and interior pocket, spacious for groceries or books."
32,Whey Protein Isolate Powder,Clothing,Neutrogena,245.78,1166,"LED desk lamp with touch dimming and USB charging port, flexible gooseneck design."
33,Adjustable Camera Tripod,Electronics,Oral-B,130.29,233,Memory foam pillow with cooling gel layer and adjustable loft for side sleepers.
34,Memory Foam Pillow,Electronics,Colgate,168.69,2874,Stainless steel food storage containers set of 5 with leak-proof lids and stackable design.
35,2-Slice Toaster,Electronics,Gillette,462.31,3593,Knit sweater in merino wool with crew neckline and ribbed cuffs for cozy layering.
36,Wool Knit Scarf,Sports,Braun,264.48,99,"Portable power bank with 20,000mAh capacity and dual USB ports for charging multiple devices."
37,USB-C External SSD 1TB,Clothing,DeWalt,116.77,4311,"Satin robe with tie waist and contrast piping, knee-length for luxurious loungewear."
38,Eau de Parfum Spray,Sports,Black & Decker,137.45,115,Bicycle helmet with MIPS technology and adjustable fit system for urban commuting safety.
39,Bamboo Cutting Board,Sports,Lego,401.32,2419,"Acrylic paint set with 24 vibrant colors in 2oz tubes, suitable for artists of all levels."
40,Set of 5 Resistance Bands,Clothing,Nintendo,464.24,216,"Wooden spice rack with 12 glass jars and labels, rotating base for kitchen organization."
41,Bestselling Novel Paperback,Sports,PlayStation,86.1,1760,"Athletic leggings with high waistband and side pockets, moisture-wicking fabric for yoga or runs."
42,Compact Travel Umbrella,Books,Fitbit,311.86,1062,"Ceramic dinnerware set for 4 including plates, bowls, and mugs in a modern matte finish."
43,Rechargeable LED Flashlight,Electronics,GoPro,116.44,3177,Smart LED bulb pack of 4 with app control and voice assistant compatibility for home automation.
44,Matte Liquid Lipstick,Sports,Cuisinart,258.41,4678,"Leather journal cover that fits standard notebooks, with pen loop and card slots."
45,Shockproof Phone Case,Home & Kitchen,Breville,493.02,2259,Foam roller with textured surface for deep tissue massage and muscle recovery post-workout.
46,Pack of 6 Cotton Socks,Books,Yeti,257.69,3779,"Quilted throw blanket in soft microfiber, machine washable and perfect for couch or bed."
47,High-Speed Blender,Electronics,Hydro Flask,461.87,4910,Stainless steel vegetable steamer basket that expands to fit various pot sizes.
48,Scented Soy Candle,Books,Allbirds,125.46,2166,"Wireless keyboard with mechanical switches and backlighting, compact layout for productivity."
49,Microfiber Towel Set,Electronics,Warby Parker,218.7,160,"Hiking backpack with 40L capacity, hydration compatible and multiple compartments."
50,Leather Key Fob,Sports,Razer,404.05,918,"Lip balm set featuring natural ingredients in four flavors, SPF 15 protection included."
51,Adjustable Monitor Riser Stand,Home & Kitchen,Apple,393.83,564,"This premium wireless noise-cancelling headphones deliver studio-quality sound with 30-hour battery life, perfect for long commutes or flights."
52,Apple AirPods Pro,Books,Samsung,408.43,1177,"Organic cotton crewneck t-shirt available in multiple colors, featuring a relaxed fit and breathable fabric for everyday comfort."
53,Nike Air Max 270 Sneakers,Books,Nike,458.55,1119,"Stainless steel electric kettle with rapid boil technology, 1.7L capacity, and auto shut-off safety feature."
54,Samsung Galaxy S23 Smartphone,Home & Kitchen,Adidas,51.68,2739,"Leather laptop bag with multiple compartments, padded interior, and adjustable shoulder strap for professionals on the go."
55,Levi's 501 Original Jeans,Sports,Sony,94.56,2012,"Set of 4 ceramic coffee mugs, microwave and dishwasher safe, each holding 12 oz with a modern minimalist design."
56,Instant Pot Duo Pressure Cooker,Clothing,LG,286.41,583,"High-performance running shoes with breathable mesh upper, responsive cushioning, and durable rubber outsole."
57,Fitbit Charge 5 Fitness Tracker,Clothing,Dell,444.74,3115,"Handcrafted wooden cutting board made from sustainable acacia wood, ideal for chopping vegetables or serving cheese."
58,Dyson V15 Detect Vacuum Cleaner,Books,HP,355.11,441,"Bluetooth portable speaker with waterproof design, 360-degree sound, and built-in microphone for hands-free calls."
59,The North Face Denali Jacket,Electronics,Canon,474.98,3156,"Silk pillowcase set of 2, hypoallergenic and gentle on hair and skin, queen size with envelope closure."
60,Sony WH-1000XM5 Headphones,Clothing,Nikon,426.49,295,"Stainless steel water bottle, 32 oz insulated design keeps drinks cold for 24 hours or hot for 12 hours."
61,Cuisinart Food Processor,Electronics,IKEA,480.44,1978,"Yoga mat with extra cushioning, non-slip surface, and carrying strap, perfect for beginners and advanced practitioners alike."
62,Adidas Ultraboost Running Shoes,Clothing,Zara,303.15,2435,"Denim jeans with stretch fabric, classic straight-leg fit, available in dark wash and light wash options."
63,Lululemon Align Leggings,Home & Kitchen,H&M,401.99,2320,"Smart LED light bulb compatible with voice assistants, adjustable color temperature and brightness via app."
64,Kindle Paperwhite E-Reader,Electronics,Gucci,239.15,2185,"Cast iron skillet pre-seasoned for immediate use, excellent heat retention for searing steaks and baking cornbread."
65,Bose SoundLink Bluetooth Speaker,Electronics,Louis Vuitton,306.38,4586,"Kids educational building blocks set with 200 pieces, promotes creativity and fine motor skills."
66,Hydro Flask Water Bottle,Electronics,Coca-Cola,83.36,975,"Facial serum with vitamin C and hyaluronic acid, reduces dark spots and hydrates skin for a radiant glow."
67,Ray-Ban Aviator Sunglasses,Clothing,Pepsi,354.05,479,"Memory foam mattress topper, 3-inch thick, improves sleep quality by contouring to body shape."
68,Yeti Rambler Cooler,Clothing,Nestle,123.14,1026,"Digital kitchen scale with precision up to 0.1g, tare function, and large LCD display."
69,Nespresso Vertuo Coffee Maker,Home & Kitchen,Kellogg's,192.82,4887,"Wool blend winter coat with faux fur hood, windproof and water-resistant for cold weather protection."
70,Under Armour HeatGear Shirt,Home & Kitchen,Tide,426.08,4576,"Wireless gaming mouse with RGB lighting, adjustable DPI up to 16000, and ergonomic design for long sessions."
71,Anker Portable Charger,Clothing,L'Oreal,119.05,2955,"Bamboo bath towel set, ultra soft and absorbent, quick-drying, includes 2 bath towels and 2 hand towels."
72,Philips Sonicare Electric Toothbrush,Electronics,Maybelline,249.0,4193,"Stainless steel cookware set with tempered glass lids, includes frying pan, saucepan, and stockpot."
73,Patagonia Nano Puff Jacket,Electronics,Estee Lauder,224.04,3385,"Scented soy candle in glass jar, 8 oz, burns for 40 hours with notes of lavender and vanilla."
74,Razer Gaming Mouse,Home & Kitchen,Toyota,144.34,3805,"Fitness tracker watch with heart rate monitor, sleep tracking, and 7-day battery life."
75,Calvin Klein Boxer Briefs,Clothing,Ford,381.14,1889,"Leather wallet with RFID protection, multiple card slots, and coin pocket, slim design fits in front pocket."
76,Brita Water Filter Pitcher,Home & Kitchen,BMW,23.35,3742,"Electric toothbrush with 3 brushing modes, 2-minute timer, and replacement heads included."
77,GoPro Hero 11 Action Camera,Sports,Mercedes-Benz,337.03,201,"Throw blanket made from recycled materials, soft fleece, measures 50x60 inches, machine washable."
78,Allbirds Wool Runners,Home & Kitchen,Honda,47.0,3451,"Desk organizer with multiple compartments for pens, notes, and accessories, bamboo construction."
79,Vitamix Blender,Clothing,Levi's,483.77,2318,"Protein powder supplement, chocolate flavor, 2lb tub, 25g protein per serving, no artificial sweeteners."
80,Herschel Backpack,Books,Gap,80.97,1614,"Canvas sneakers with rubber sole, casual style suitable for walking or everyday wear."
81,Oral-B iO Electric Toothbrush,Electronics,Under Armour,315.01,1598,"Air fryer with 5.8qt capacity, digital controls, and 8 preset cooking functions for healthy meals."
82,Columbia Bugaboot Hiking Boots,Books,Puma,266.65,4815,"Notebook with lined pages, hardcover, 200 sheets, perfect for journaling or note-taking."
83,Keurig K-Elite Coffee Maker,Electronics,Reebok,100.63,4080,"Sunglasses with polarized lenses, UV protection, lightweight frame, available in black and tortoise."
84,Tommy Hilfiger Slim Fit Polo,Sports,Panasonic,495.03,4835,"Humidifier for bedroom, cool mist, 1 gallon tank, quiet operation with night light feature."
85,JBL Flip 6 Portable Speaker,Clothing,Philips,57.98,3570,"Board game for 2-4 players, strategy-based, estimated playtime 60 minutes, ages 12+."
86,Reebok 20lb Dumbbell Set,Books,Bosch,57.36,1324,"Hair dryer with ionic technology, 3 heat settings, and concentrator attachment for smooth styling."
87,Timberland 6-Inch Premium Boots,Home & Kitchen,Dyson,315.09,1717,"Backpack with laptop compartment, water bottle holders, and padded straps, 30L capacity."
88,Canon EOS R5 Mirrorless Camera,Home & Kitchen,KitchenAid,246.54,2380,"Essential oil diffuser with timer settings, LED lights, and auto shut-off, covers up to 400 sq ft."
89,Puma Classic Suede Sneakers,Books,Nespresso,254.4,17,"Cotton bedsheet set, queen size, 400 thread count, includes flat sheet, fitted sheet, and 2 pillowcases."
90,Tupperware 20-Piece Storage Set,Books,Starbucks,230.17,1080,"Portable camping chair with cup holder, lightweight aluminum frame, supports up to 300 lbs."
91,Maybelline Lash Sensational Mascara,Books,McDonald's,220.93,2728,"Face mask pack of 10, hydrating sheet masks with aloe vera and green tea extracts."
92,L'Oreal Paris Elvive Shampoo,Electronics,KFC,382.15,1988,"Mechanical keyboard with cherry MX switches, customizable RGB, full size layout."
93,Wilson Clash Tennis Racket,Clothing,Subway,491.58,3743,"Wall clock with silent movement, modern design, battery operated, 12-inch diameter."
94,Spalding NBA Basketball,Books,Rolex,158.18,1391,"Shower gel with eucalyptus scent, 16 oz bottle, moisturizing formula for daily use."
95,Crock-Pot 6-Quart Slow Cooker,Electronics,Casio,260.35,3892,"Golf balls pack of 12, 3-piece construction, high visibility yellow color."
96,Black & Decker 20V Drill Kit,Sports,Swatch,258.84,1040,"Baby onesie set, 100% cotton, 3-pack in neutral colors, sizes 0-3 months."
97,KitchenAid Artisan Stand Mixer,Electronics,Ray-Ban,188.15,400,"Tool kit with 50 pieces including screwdriver, pliers, and tape measure, compact carrying case."
98,Dyson Pure Cool Air Purifier,Clothing,Oakley,440.37,1995,"Laptop stand adjustable height and angle, aluminum alloy, compatible with MacBook and Windows laptops."
99,Apple Watch Series 9,Sports,Bose,420.35,4805,"Perfume for women, floral scent with notes of rose and jasmine, 1.7 oz eau de parfum."
100,Samsung QN90C 4K TV,Clothing,JBL,351.47,1676,"Vacuum storage bags set of 6, space-saving for clothes and bedding, includes pump."
101,Dell XPS 15 Laptop,Sports,Apple,433.81,1047,"This wireless Bluetooth earbuds offer superior sound quality with noise cancellation and a 24-hour battery life, perfect for music lovers on the go."
102,Wireless Noise Cancelling Headphones,Clothing,Samsung,335.64,791,"Handcrafted leather wallet featuring multiple card slots and RFID protection, available in brown or black."
103,Organic Fair Trade Coffee Beans,Clothing,Nike,392.69,4119,"Stainless steel water bottle keeps drinks cold for 24 hours or hot for 12 hours, ideal for hiking and daily use."
104,Stainless Steel Kitchen Knife Set,Electronics,Adidas,497.62,841,"Organic cotton t-shirt with a minimalist design, soft and breathable fabric in various sizes and colors."
105,Waterproof Hiking Backpack,Books,Sony,316.12,1805,"Smart LED light bulb compatible with voice assistants, adjustable brightness and color temperature for any mood."
106,Smart Fitness Tracker Watch,Electronics,LG,215.38,3244,"Non-stick ceramic frying pan set, dishwasher safe and suitable for all stovetops including induction."
107,Cotton Crew Neck Sweater,Books,Panasonic,23.8,1015,Yoga mat made from eco-friendly materials with extra cushioning and a carrying strap included.
108,Portable Espresso Maker,Clothing,Dell,487.3,161,"Wireless charging pad for smartphones, fast charging support and sleek minimalist design."
109,LED Desk Lamp with USB Charging,Sports,HP,485.67,1888,"Scented soy candle in a reusable glass jar, available in lavender, vanilla, and citrus fragrances."
110,Genuine Leather Crossbody Bag,Clothing,Canon,326.59,1632,"Denim jeans with stretch fabric for comfort, classic fit and durable construction for everyday wear."
111,Bamboo Cutting Board,Home & Kitchen,Nikon,31.26,1915,"Portable power bank with 20000mAh capacity, dual USB ports and LED flashlight feature."
112,Wireless Gaming Mouse,Sports,Bose,463.98,3299,"Ceramic coffee mug set of four, microwave and dishwasher safe with a modern geometric pattern."
113,Ceramic Plant Pot Set,Electronics,JBL,275.37,2389,"Running shoes with breathable mesh upper and responsive cushioning, designed for long-distance comfort."
114,High Performance Running Shoes,Books,Levi's,422.69,4748,"Stainless steel kitchen knife set with wooden block, includes chef, paring, and bread knives."
115,Rechargeable Electric Toothbrush,Clothing,Calvin Klein,77.65,2854,"Bluetooth speaker waterproof with 360-degree sound, perfect for beach parties and outdoor adventures."
116,Silk Pillowcase,Home & Kitchen,Tommy Hilfiger,369.1,1652,"Silk pillowcase that helps reduce hair frizz and skin wrinkles, available in queen and king sizes."
117,Cast Iron Skillet,Books,Zara,440.48,2604,"Electric kettle with temperature control for tea and coffee, quick boil and auto shut-off safety."
118,Bluetooth Speaker Waterproof,Sports,H&M,343.85,3890,"Backpack with laptop compartment and multiple pockets, water-resistant material for travel or school."
119,Wool Winter Scarf,Electronics,IKEA,486.96,3698,"Face moisturizer with hyaluronic acid and SPF 30, suitable for all skin types in a 50ml bottle."
120,Digital Kitchen Scale,Home & Kitchen,Dyson,282.93,1685,"Wooden cutting board with juice groove, made from sustainable acacia wood, large size for meal prep."
121,Yoga Block and Strap Set,Electronics,Bosch,16.3,190,"Fitness tracker watch with heart rate monitor, sleep tracking and smartphone notifications."
122,Men's Slim Fit Chinos,Electronics,Philips,290.36,1780,"Cashmere scarf soft and warm, lightweight for layering in fall and winter seasons."
123,Glass Storage Jar Set,Clothing,Nestlé,122.98,3055,"Desk organizer with compartments for pens, notes and accessories, bamboo material eco-friendly."
124,Kids Educational Tablet,Home & Kitchen,Coca-Cola,459.59,838,"Essential oil diffuser with LED lights and timer settings, includes 10 natural oil samples."
125,Scented Soy Candle,Electronics,PepsiCo,330.85,340,"Children's board book set about animals, colorful illustrations and durable pages for ages 1-3."
126,Adjustable Dumbbell Set,Sports,Kellogg's,458.77,1881,"Laptop sleeve padded with neoprene, fits 13-15 inch devices, slim profile for easy carrying."
127,Polarized Sunglasses,Sports,General Mills,352.82,2960,"Hair dryer with ionic technology for frizz-free drying, multiple heat and speed settings."
128,Memory Foam Pillow,Books,Unilever,353.79,4012,"Garden hose expandable with spray nozzle, lightweight and kink-resistant for watering plants."
129,Electric Kettle with Temperature Control,Electronics,P&G,19.16,2880,"Sunglasses polarized UV protection, stylish aviator frame in metal or acetate options."
130,Denim Jacket,Electronics,Colgate,478.05,1590,"Memory foam pillow contour design for neck support, hypoallergenic cover that is removable."
131,Wireless Keyboard and Mouse Combo,Home & Kitchen,Oral-B,473.86,2276,"Electric toothbrush with 3 brush heads and travel case, 2-minute timer and multiple modes."
132,Stainless Steel Travel Mug,Clothing,Gillette,233.19,3840,"Throw blanket knitted from soft acrylic, 50x60 inches perfect for couch or bed layering."
133,Board Game for Families,Home & Kitchen,Maybelline,181.36,2056,"Cookbook featuring 100 vegetarian recipes, hardcover with photos and easy step-by-step instructions."
134,Makeup Brush Set,Sports,L'Oréal,440.91,3080,"Wireless mouse ergonomic design with adjustable DPI, silent clicks for office productivity."
135,Laptop Sleeve 15 Inch,Books,Estée Lauder,485.38,3762,"Plant-based protein powder chocolate flavor, 2lb tub with no artificial sweeteners added."
136,Air Purifier with HEPA Filter,Electronics,Rolex,330.79,4982,"Wall clock silent quartz movement, modern minimalist style in various wood finishes."
137,Baby Monitor Camera,Sports,Casio,416.4,2180,"Baby onesie set of three organic cotton, snap closures and cute animal prints for newborns."
138,Fishing Rod and Reel Combo,Books,Swatch,214.96,2876,"Tool kit 50-piece with screwdriver bits, sockets and carrying case for home repairs."
139,Notebook Journal Leather Bound,Home & Kitchen,Ray-Ban,307.18,1308,"Lip balm set natural ingredients beeswax and essential oils, three flavors in tin containers."
140,Resistance Bands Set,Clothing,Oakley,344.96,122,"Area rug soft plush pile, 5x7 feet with non-slip backing for living room or bedroom."
141,Coffee Grinder Electric,Sports,Patagonia,471.04,1943,"Phone case clear with card holder, shockproof and compatible with wireless charging."
142,Baby Onesie Organic Cotton,Clothing,The North Face,209.43,3468,"Blender high-speed with 64oz pitcher, multiple blades for smoothies and soups."
143,Drone with Camera,Electronics,Columbia,143.77,817,"Notebook set of three lined journals, hardcover with elastic band and pocket inside."
144,Hair Dryer Ionic,Clothing,Under Armour,480.03,4747,"Socks bamboo fiber pack of six, moisture-wicking and odor-resistant for men or women."
145,Camping Tent 4 Person,Clothing,Reebok,381.88,1262,"Vacuum cleaner cordless with HEPA filter, lightweight for pet hair and hard floors."
146,Skincare Serum Vitamin C,Electronics,New Balance,199.3,3219,"Spice rack rotating with 20 jars, labeled and refillable for kitchen organization."
147,Board Shorts Swimwear,Electronics,Asics,383.2,4647,"Tennis racket lightweight graphite with vibration dampening, includes cover and balls."
148,Vacuum Cleaner Cordless,Electronics,Converse,404.35,809,"Loungewear set pajama top and pants, soft modal fabric in striped or solid patterns."
149,Picture Frame Set,Sports,Vans,255.08,2604,"Digital photo frame WiFi enabled, 10-inch screen with app for remote uploads from family."
150,Protein Powder Whey,Electronics,Timberland,166.46,3411,"Reusable shopping bags set of five, foldable into pouch, strong canvas material durable."
151,Chess Set Wooden,Books,Apple,433.08,2867,Premium wireless noise-cancelling headphones with 30-hour battery life and Bluetooth 5.0 connectivity.
152,Wireless Noise-Cancelling Headphones,Electronics,Samsung,440.87,3986,"Organic cotton crewneck t-shirt available in multiple colors, perfect for everyday casual wear."
153,Stainless Steel Water Bottle,Home & Kitchen,Nike,162.26,1091,Stainless steel insulated travel mug that maintains beverage temperature for up to 12 hours.
154,Organic Cotton Crewneck Sweatshirt,Electronics,Adidas,60.53,2919,Ergonomic office chair with adjustable lumbar support and breathable mesh backrest.
155,Smart Fitness Tracker Watch,Books,Sony,187.43,2227,Waterproof hiking boots featuring Vibram soles and Gore-Tex lining for all-terrain adventures.
156,Leather Laptop Sleeve,Clothing,LG,226.64,2462,"Smart LED light bulb compatible with Alexa and Google Home, offering 16 million color options."
157,Ceramic Coffee Mug Set,Clothing,Dell,353.92,4473,"Handcrafted ceramic coffee mug set of four, microwave and dishwasher safe."
158,Portable Bluetooth Speaker,Home & Kitchen,HP,472.62,122,"Fitness tracker watch with heart rate monitoring, GPS, and sleep analysis features."
159,Yoga Mat with Alignment Lines,Clothing,Canon,221.43,2679,Vintage-style denim jeans with stretch fabric for comfort and durability.
160,Denim Jeans Slim Fit,Electronics,Levi's,386.14,4307,Portable Bluetooth speaker with 360-degree sound and IPX7 water resistance.
161,LED Desk Lamp with USB Charging,Electronics,Zara,487.67,979,Silk pillowcase set that helps reduce hair frizz and skin wrinkles overnight.
162,Vitamin C Serum Facial,Electronics,H&M,486.56,3055,Cast iron skillet pre-seasoned for perfect searing and even heat distribution.
163,Non-Stick Frying Pan,Electronics,IKEA,164.97,255,Wireless gaming mouse with customizable RGB lighting and 16000 DPI sensor.
164,Running Shoes Lightweight,Sports,Nestlé,26.67,4762,Aromatherapy essential oil diffuser with timer settings and mood lighting.
165,Wireless Computer Mouse,Home & Kitchen,Coca-Cola,262.81,4832,Leather-bound notebook with 200 pages of acid-free paper for journaling.
166,Scented Soy Candle,Books,Pepsi,375.38,1503,Electric kettle with rapid boil technology and auto shut-off safety feature.
167,Backpack with Laptop Compartment,Clothing,Toyota,242.55,3069,Yoga mat made from eco-friendly natural rubber with alignment lines.
168,Electric Toothbrush Rechargeable,Clothing,Ford,412.95,1479,"Stainless steel chef knife set including paring, bread, and utility knives."
169,Throw Pillow Covers Set,Clothing,BMW,469.57,2448,Cotton bath towel set featuring quick-dry technology and luxurious softness.
170,Digital Kitchen Scale,Electronics,Mercedes-Benz,152.86,2178,Portable external battery pack with 20000mAh capacity and dual USB ports.
171,Hair Straightening Iron,Books,L'Oréal,280.25,4602,Running shoes with responsive cushioning and breathable mesh upper.
172,Board Game Strategy Edition,Sports,Maybelline,184.5,1394,Wooden cutting board with juice groove and non-slip feet.
173,Cotton Bed Sheet Set Queen,Sports,Philips,284.29,3862,Digital kitchen scale with precision sensors accurate to 0.1 grams.
174,Wireless Earbuds True,Home & Kitchen,Bosch,378.98,4324,Oversized hoodie in fleece fabric with kangaroo pocket and drawstring hood.
175,Stainless Steel Cookware Set,Books,Dyson,216.81,2457,Ceramic plant pot with drainage hole and matching saucer for indoor plants.
176,Notebook Journal Leather Bound,Home & Kitchen,Patagonia,28.53,2655,Bluetooth car adapter with hands-free calling and music streaming.
177,Phone Case Protective Clear,Books,The North Face,363.5,2984,Scented soy candle in glass jar burning for 40 hours with clean wick.
178,Essential Oil Diffuser,Home & Kitchen,Under Armour,226.21,2594,Adjustable dumbbell set ranging from 5 to 50 pounds per weight.
179,Hiking Backpack 40L,Electronics,Puma,373.87,4553,Memory foam mattress topper with cooling gel infusion for better sleep.
180,Casual Sneakers Canvas,Books,Reebok,122.06,1510,Canvas tote bag with reinforced handles and inner zippered pocket.
181,Face Mask Sheet Pack,Electronics,Calvin Klein,21.66,4742,Electric toothbrush with sonic technology and multiple brushing modes.
182,Electric Kettle Temperature Control,Sports,Tommy Hilfiger,165.38,1993,Stainless steel water bottle with wide mouth for ice cubes and fruit infusion.
183,Wool Scarf Winter,Electronics,Ralph Lauren,332.81,4124,Knit beanie hat made from merino wool for warmth and style.
184,Action Camera Waterproof,Home & Kitchen,Gucci,173.67,4401,"Desk organizer with multiple compartments for pens, notes, and supplies."
185,Desk Organizer Bamboo,Electronics,Louis Vuitton,157.99,2501,Facial cleanser with hyaluronic acid suitable for all skin types.
186,Protein Powder Whey Isolate,Home & Kitchen,Rolex,330.09,2253,Compact umbrella with windproof frame and automatic open-close function.
187,Sunglasses Polarized UV Protection,Clothing,Casio,255.94,1799,Bamboo cutting board set of three different sizes for kitchen use.
188,Baby Stroller Lightweight,Sports,Swatch,296.37,1627,Wireless earbuds with active noise cancellation and touch controls.
189,Vacuum Cleaner Cordless,Home & Kitchen,KitchenAid,69.15,2188,"Cotton bedsheet set including fitted sheet, flat sheet, and pillowcases."
190,Wall Art Canvas Print,Electronics,Breville,210.71,642,Portable camping tent for 4 people with waterproof rainfly.
191,Gardening Tool Set,Home & Kitchen,Cuisinart,327.51,4851,Ceramic dinnerware set for 6 people including plates and bowls.
192,Makeup Brush Set Professional,Home & Kitchen,Nespresso,65.1,675,Fitness resistance bands set with different tension levels.
193,Portable Charger Power Bank,Electronics,Keurig,479.92,688,Leather wallet with RFID blocking and multiple card slots.
194,Kids Educational Toy Building Blocks,Home & Kitchen,Fitbit,498.92,2988,"Glass food storage containers with airtight lids, set of 10."
195,Car Phone Mount Magnetic,Books,Garmin,317.42,430,Sunglasses with polarized lenses and UV400 protection.
196,Bath Towel Set Egyptian Cotton,Electronics,GoPro,376.24,1396,Electric standing desk converter with smooth height adjustment.
197,Instant Pot Pressure Cooker,Sports,DJI,485.4,2928,Linen throw blanket soft and lightweight for sofa or bed.
198,Wireless Keyboard Mechanical,Home & Kitchen,LEGO,84.95,1379,Stainless steel food processor with multiple blades and large capacity.
199,Perfume for Men Woody Scent,Books,Mattel,359.78,4806,Kids' educational tablet with parental controls and learning apps.
200,Drone with Camera HD,Books,Hasbro,251.82,1491,Organic herbal tea sampler pack with 12 assorted flavors.
201,Coffee Grinder Electric Burr,Sports,Apple,222.5,1520,Premium wireless noise-cancelling headphones with 30-hour battery life and built-in microphone for calls.
202,Wireless Noise-Cancelling Headphones,Clothing,Samsung,35.14,2097,"Organic cotton crewneck t-shirt available in multiple colors, perfect for everyday casual wear."
203,Organic Fair-Trade Coffee Beans,Books,Nike,75.73,4663,Stainless steel insulated water bottle that keeps drinks cold for 24 hours or hot for 12 hours.
204,Stainless Steel Water Bottle,Clothing,Adidas,237.85,501,Leather-bound journal with 200 lined pages and a secure magnetic closure for notes and ideas.
