product_id,product_name,category,brand,unit_price,stock_qty,description
27,Throw Pillow Set,Home Goods,ComfortNest,39.99,92,Set of 4 decorative throw pillows with soft fabric and zipper covers
28,Tennis Racket,Sports Equipment,CourtPro,159.99,22,Professional-grade tennis racket with carbon fiber frame and oversized head
29,Portable Phone Charger,Electronics,PowerPack,44.99,124,20000mAh portable charger with dual USB ports and fast charging capability
30,Leather Belt,Clothing,BeltCraft,49.99,85,"Genuine leather belt with adjustable buckle, versatile for casual and formal wear"
31,Blender,Home Goods,SmoothMix,79.99,46,High-powered blender with multiple speed settings for smoothies and soups
32,Cycling Helmet,Sports Equipment,SafeRide,89.99,59,Lightweight cycling helmet with ventilation and adjustable chin strap for safety
33,USB Hub,Electronics,ConnectMax,29.99,178,7-port USB 3.0 hub with individual switches and power adapter included
34,Polo Shirt,Clothing,ClassicStyle,44.99,108,Classic polo shirt in various colors with breathable cotton blend fabric
35,Wall Clock,Home Goods,TimeKeep,35.0,69,Modern wall clock with silent mechanism and easy-to-read dial
36,Jump Rope,Sports Equipment,FitJump,19.99,142,Speed jump rope with adjustable length and comfortable handles for cardio training
37,Laptop Stand,Electronics,ErgoPro,49.99,95,Adjustable laptop stand for improved ergonomics and better cooling
38,Hoodie Sweatshirt,Clothing,CozyWear,64.99,83,Comfortable hoodie sweatshirt with kangaroo pocket and drawstring hood
39,Desk Organizer,Home Goods,OrderlySpace,32.5,127,"Multi-compartment desk organizer for pens, papers, and office supplies"
40,Skateboard,Sports Equipment,TrickBoard,109.99,36,Professional skateboard with maple wood deck and ABEC-7 bearings
41,Monitor Light Bar,Electronics,ScreenGlow,99.99,51,USB-powered monitor light bar for reduced eye strain and better screen visibility
42,Shorts,Clothing,ActiveWear,34.99,119,Lightweight athletic shorts with moisture-wicking fabric and side pockets
43,Trash Can,Home Goods,CleanSpace,28.0,98,Stainless steel trash can with foot pedal and removable liner
44,Fitness Tracker,Sports Equipment,HealthWave,129.99,74,Wearable fitness tracker with heart rate monitor and sleep tracking
45,HDMI Cable,Electronics,SignalPro,14.99,289,"High-speed HDMI 2.1 cable, 10ft length, supports 4K and 8K resolution"
46,Scarf,Clothing,StyleWrap,29.99,76,"Soft wool scarf in classic patterns, versatile accessory for any season"
47,Picture Frame,Home Goods,DisplayArt,22.5,143,"Wooden picture frame with glass front, fits 8x10 photos"
48,Golf Club Set,Sports Equipment,GolfersPro,299.99,18,"14-piece golf club set with bag, irons, woods, and putter included"
49,External Hard Drive,Electronics,BackupVault,89.99,63,2TB external hard drive with USB 3.0 for fast data backup and transfer
50,Beanie Hat,Clothing,WarmKnit,24.99,137,"Warm knitted beanie hat in multiple colors, perfect for cold weather"
51,Wireless Bluetooth Headphones,Electronics,SoundMax,79.99,145,Premium noise-cancelling wireless headphones with 30-hour battery life
52,Cotton T-Shirt,Clothing,ComfortWear,19.99,320,100% organic cotton classic crew neck t-shirt in multiple colors
53,Stainless Steel Cookware Set,Home Goods,KitchenPro,199.99,52,10-piece professional cookware set with non-stick coating
54,Running Shoes,Sports Equipment,SpeedFit,129.99,87,Lightweight cushioned running shoes with breathable mesh
55,Smartphone Stand,Electronics,TechGear,14.99,256,Adjustable aluminum smartphone stand for desk
56,Denim Jeans,Clothing,DenimCo,69.99,178,Classic blue denim jeans with stretch fit
57,Pillow Set,Home Goods,DreamRest,89.99,103,Set of 2 memory foam pillows with cooling gel
58,Yoga Mat,Sports Equipment,FlexFit,34.99,234,Non-slip 6mm thick yoga mat in eco-friendly rubber
59,USB-C Charging Cable,Electronics,CableMax,9.99,512,Fast charging 6ft USB-C cable with braided nylon
60,Winter Jacket,Clothing,WarmZone,159.99,64,Waterproof insulated winter jacket with hood
61,Coffee Maker,Home Goods,BrewMaster,119.99,78,Programmable coffee maker with thermal carafe
62,Dumbbells Set,Sports Equipment,IronGym,249.99,41,Adjustable dumbbell set 5-50 lbs with stand
63,Laptop Stand,Electronics,TechDesk,44.99,189,Portable aluminum laptop stand for ergonomic viewing
64,Casual Sneakers,Clothing,StepStyle,89.99,156,Comfortable canvas sneakers with rubber sole
65,Bed Sheet Set,Home Goods,CozyHome,54.99,127,Egyptian cotton 400 thread count sheet set queen size
66,Basketball,Sports Equipment,CourtKing,29.99,98,Official size 7 basketball with grip texture
67,Wireless Mouse,Electronics,ClickPro,24.99,276,Ergonomic wireless mouse with 2.4GHz receiver
68,Polo Shirt,Clothing,ClassicStyle,39.99,212,Premium cotton polo shirt with embroidered logo
69,Desk Lamp,Home Goods,BrightLight,49.99,94,LED desk lamp with adjustable brightness and color temperature
70,Bicycle,Sports Equipment,RideMax,399.99,28,21-speed mountain bike with suspension fork
71,Portable Speaker,Electronics,SoundWave,59.99,143,Waterproof Bluetooth speaker with 12-hour battery
72,Hoodie,Clothing,CozyWear,64.99,187,Fleece-lined hoodie with kangaroo pocket
73,Microwave Oven,Home Goods,QuickHeat,139.99,56,1000W microwave with sensor cooking
74,Tennis Racket,Sports Equipment,AceServe,149.99,67,Carbon fiber tennis racket with grip handle
75,External Hard Drive,Electronics,StoragePro,89.99,112,2TB external hard drive with USB 3.0
76,Jeans Shorts,Clothing,DenimCo,44.99,203,Distressed denim shorts perfect for summer
77,Throw Blanket,Home Goods,CozyHome,39.99,167,Soft fleece throw blanket 50x60 inches
78,Skateboard,Sports Equipment,TrickMaster,74.99,89,Professional 31-inch skateboard with bearings
79,Webcam,Electronics,ClearVision,54.99,134,1080p HD webcam with built-in microphone
80,Dress Pants,Clothing,FormalWear,99.99,76,Business casual dress pants with stretch fit
81,Toaster,Home Goods,CrispyMorn,34.99,145,4-slice toaster with bagel and defrost settings
82,Resistance Bands,Sports Equipment,FlexFit,19.99,298,Set of 5 latex-free resistance bands
83,Mechanical Keyboard,Electronics,KeyMaster,129.99,98,RGB mechanical keyboard with Cherry MX switches
84,Leggings,Clothing,ActiveWear,59.99,267,High-waisted yoga leggings with pockets
85,Blender,Home Goods,BlendPro,89.99,83,High-speed blender with 7-speed settings
86,Swimming Goggles,Sports Equipment,AquaSight,22.99,176,UV-protected swimming goggles with anti-fog lens
87,Phone Case,Electronics,ShieldTech,14.99,421,Durable silicone phone case with shock absorption
88,Tank Top,Clothing,ActiveWear,17.99,289,Lightweight breathable tank top for workouts
89,Utensil Set,Home Goods,KitchenPro,44.99,121,9-piece wooden utensil set for kitchen
90,Jump Rope,Sports Equipment,FitPulse,16.99,245,Speed jump rope with adjustable length
91,Screen Protector,Electronics,ClearShield,7.99,534,Tempered glass screen protector for smartphones
92,Cardigan Sweater,Clothing,WarmStyle,74.99,134,Knit cardigan sweater with button closure
93,Picture Frame Set,Home Goods,DisplayPro,29.99,156,Set of 3 wooden picture frames 5x7 inches
94,Gym Bag,Sports Equipment,CarryPro,49.99,112,Large duffel gym bag with shoe compartment
95,Monitor Stand,Electronics,TechDesk,34.99,167,Adjustable monitor stand with storage drawer
96,Socks Pack,Clothing,ComfortFit,12.99,456,Pack of 12 pairs of comfortable cotton socks
97,Cutting Board Set,Home Goods,KitchenPro,24.99,198,Set of 3 bamboo cutting boards with handles
98,Dumbbell,Sports Equipment,IronGym,5.99,523,Single adjustable dumbbell 1lb weight
99,USB Hub,Electronics,ConnectPro,19.99,287,7-port USB 3.0 hub with power adapter
100,Casual Shorts,Clothing,ComfortWear,34.99,214,Lightweight casual shorts with adjustable waist
